user_name,tweet_id,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,Text,hashtags,source,is_retweet,word,Datetime,Sentiment
फर्जी,1.64076e+18,I N D O R E  🇮🇳,"desi weirdo with extraordinary IQ

https://t.co/DNaK2ti00r",2022-01-08 07:51:18+00:00,1683,796,90160,False,2023-03-28 17:08:04+00:00, dubai is asthetically beautiful ,,Twitter for Android,False,1,2023-03-28,Positive
Rokibul Hasan Rakib,1.64076e+18,,Job holder,2023-02-10 14:42:52+00:00,65,208,34,False,2023-03-28 17:07:57+00:00, game another event in dubai was wonderful thanks to everyone who came next event will be in the end of february ,,Twitter for Android,False,1,2023-03-28,Positive
The wooden brew Coffee stop,1.64076e+18,,,2023-03-28 10:00:17+00:00,16,182,501,False,2023-03-28 17:07:53+00:00, dubai road trip essentials ,,Twitter for Android,False,1,2023-03-28,Neutral
lahir Pickaw🥳🎉,1.64076e+18,"Klaten, Jawa Tengah","Bismillah #REDUX - $REDUX
Bullish on $DOKE 🔥",2022-08-10 17:09:02+00:00,142,3997,33444,False,2023-03-28 17:07:51+00:00, icymi check out our recap videos from singapore and dubai to relive the energy it s a must watch for anyone who ,"['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,False,1,2023-03-28,Neutral
instagram,1.64076e+18,,,2022-07-07 13:36:41+00:00,25,331,3,False,2023-03-28 17:07:49+00:00, you deserve a let s book a flight and go kind of person in your life dubai dubaishoot dubaidiaries thepoin ,"['dubai', 'dubaishoot', 'dubaidiaries']",Twitter for Android,False,1,2023-03-28,Positive
NALAM CHY,1.64076e+18,,,2023-02-05 10:55:35+00:00,0,34,0,False,2023-03-28 17:07:48+00:00,dubai global village tour nice place ever i saw shorts short shortvi via ,"['shorts', 'short', 'shortvi']",Twitter for iPhone,False,1,2023-03-28,Positive
EFFYGREEN,1.64076e+18,"Federal Capital Territory, Nig","I believe in my self, I focus on what I do",2022-01-13 09:09:45+00:00,2399,5002,27490,False,2023-03-28 17:07:37+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for Android,False,1,2023-03-28,Neutral
Juddycee🗯,1.64076e+18,juddycee2020@gmail.com,"PUNTER🌚
Chelsea fan / DOS / i tweet about everything and anything don't take me serious",2017-11-16 09:02:28+00:00,997,3964,115728,False,2023-03-28 17:07:19+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for Android,False,1,2023-03-28,Neutral
Shalo🐻,1.64076e+18,,"Future  forensic toxicologist |ambivert 🌚|UZ student | a daughter|it's only crazy until it happens, Crazy FAITH ♥️🙏",2019-03-17 11:09:39+00:00,1938,2345,19358,False,2023-03-28 17:07:09+00:00, zed koudonaris smelts gold stock in zim sells it to pastor paul kamlesh pattni in the al jazeera expos pattni pays zed ,,Twitter for Android,False,1,2023-03-28,Neutral
carmen💜,1.64076e+18,Singapore,29 - She/Her,2009-11-09 19:08:20+00:00,228,1284,477400,False,2023-03-28 17:07:08+00:00, yizhiyu fansign how was the program the one that you filmed in dubai it was so much fun he can t give any ,,Twitter for Android,False,1,2023-03-28,Positive
Andrzej Zygmuntowicz(antea),1.64076e+18,Łowicz,"Interesuje mnie natura,egzotyczne kraje,dalekie lądy.",2019-02-18 20:19:25+00:00,137,477,14064,False,2023-03-28 17:07:01+00:00, naturebeauty beautiful moon sited in dubai newmoon moonvibes ,"['newmoon', 'moonvibes']",Twitter Web App,False,1,2023-03-28,Positive
Mad Orkestra,1.64076e+18,Berlin,"I am here now, too. I build web things. Open for no-nonsense business.

$ADA $COTI $OCEAN $CKB $MATIC $ALGO",2021-10-08 02:04:14+00:00,928,1059,13614,False,2023-03-28 17:06:58+00:00,sooo see you all in dubai i guess cardanosummit ,['CardanoSummit2023'],Twitter Web App,False,1,2023-03-28,Neutral
Lorna OH,1.64076e+18,"South East, England",Mum to 2 pretty amazing young men. On dementia journey with my beloved Mum 💜 Scared shitless about the future. #GTTO,2019-01-01 00:47:38+00:00,404,979,11389,False,2023-03-28 17:06:53+00:00, gb news is owned by all perspectives ltd which is controlled by significant shareholders all work for christo ,,Twitter for iPhone,False,1,2023-03-28,Positive
NIQUE B. 💕,1.64076e+18,"Baltimore, MD",Sagiterriost♐️,2009-07-05 18:31:39+00:00,867,731,15559,False,2023-03-28 17:06:47+00:00, waynes sometime i hate ppl that be like if we ain t getting a section i ain t going look man i came from an era of putty hill the ,,Twitter for iPhone,False,1,2023-03-28,Negative
𝙰𝚋 𝚂𝚝𝚎𝚕𝚕𝚊𝚛 🦅,1.64076e+18,Abuja,"𝒜𝓂 ℴ𝓃 𝒢ℴ𝒹𝓈 ℛ𝒶𝒹𝒶𝓇  📡 Danfodite | Biologist 🌱🌱 | Music | Man United 🔴 🦅💜🖤💡
 Creative/art director @OnGodsRadar1",2018-03-13 19:02:36+00:00,1048,1953,68324,False,2023-03-28 17:06:44+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for Android,False,1,2023-03-28,Neutral
Tim,1.64076e+18,Harare,Cowboys don't have much things to say,2012-12-30 00:18:09+00:00,236,436,691,False,2023-03-28 17:06:43+00:00, for me once again the numbers do not make business sense too mashurigwi ,,Twitter Web App,False,1,2023-03-28,Neutral
DubaiVacancy.ae,1.64076e+18,United Arab Emirates,Get Daily Jobs Alert. Also Like Us on Facebook: https://t.co/0U2KZHuA1h,2013-03-18 07:16:32+00:00,6769,0,8,False,2023-03-28 17:06:35+00:00,pepsico worldwide job openings read more ,,Twitter Web App,False,1,2023-03-28,Positive
#PO23,1.64076e+18,,Run with me or run from me. Pussies don’t get pussy 🫥,2023-02-25 13:13:21+00:00,32,234,109,False,2023-03-28 17:06:32+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for iPhone,False,1,2023-03-28,Neutral
Zol Zorender,1.64076e+18,,,2022-01-22 06:32:30+00:00,25,48,469,False,2023-03-28 17:06:31+00:00, zed koudonaris smelts gold stock in zim sells it to pastor paul kamlesh pattni in the al jazeera expos pattni pays zed ,,Twitter for Android,False,1,2023-03-28,Neutral
Oracle tech travels,1.64076e+18,Dehradun,Oracle Cloud helps travel and transportation companies deliver exceptional service and enhance resilience.,2022-07-04 07:23:04+00:00,7,64,138,False,2023-03-28 17:06:29+00:00,explore dubai couple or family special tour package call us add nsb square tower rd ,,Twitter Web App,False,1,2023-03-28,Positive
Maha,1.64076e+18,"London, England",ASSALAM ALAIKUM W.S   Don't Hurt anyone ALLAH PAK ke Rasty pay Chalo Apna Dill Safe Rakho Who He Subka Malik Hay 🙏 ♥️🤲,2022-12-14 18:28:39+00:00,64,119,6399,False,2023-03-28 17:06:27+00:00, masha allah it s very nice tohear about chinese president xi jinping i wishing xi jinping amp you mbs s ,,Twitter for Android,False,1,2023-03-28,Positive
MORENIKEJIMI🦋😸(legal hoodlum🥵😌),1.64076e+18,in your heart 🥺❤️,Follow my new page @faree_of_dubai1 |NOT AN INFLUENCER! | Mother of 10| Youngest C.E.O| Law student 👩‍🎓| Busy making my dreams come true ❤️💃|iyawo alhaji 🤑,2019-05-01 19:55:01+00:00,40535,4283,55596,False,2023-03-28 17:06:22+00:00, to jack saraki used and dumped by apc he wasn t just dumped he was victimized and later got retired politically by buhar ,,Twitter for iPhone,False,1,2023-03-28,Neutral
Bright Gabriel,1.64076e+18,"Lagos, Nigeria","Am cool guy and nice to everyone I came across with,but dnot take my kindness to be fool.",2022-03-29 21:43:41+00:00,1354,4999,23463,False,2023-03-28 17:06:12+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for Android,False,1,2023-03-28,Neutral
Erinn Martin,1.64076e+18,,,2023-02-25 21:59:02+00:00,13,22,0,False,2023-03-28 17:06:03+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
Mani🦋,1.64076e+18,,,2022-08-09 15:53:25+00:00,44,151,1103,False,2023-03-28 17:05:57+00:00, i really want a baecation to dubai ,,Twitter for iPhone,False,1,2023-03-28,Positive
LLC INTELLICOMMODITY,1.64076e+18,"Novorossiysk, Russia","Grains, Edible oils, Feed
Info@intellicommodity.com",2021-09-03 12:47:56+00:00,7,61,11,False,2023-03-28 17:05:53+00:00, if you cannot feed a hundred people then feed just one mother teresa info com barley ,['barley'],Twitter Web App,False,1,2023-03-28,Neutral
Nola Latanya,1.64076e+18,,,2023-02-25 21:58:20+00:00,13,23,0,False,2023-03-28 17:05:52+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
ashok4148,1.64076e+18,,,2021-05-14 01:58:24+00:00,21,247,9521,False,2023-03-28 17:05:50+00:00, bolsonaro is hiding in us after fleeing from brazil rajapaksha hid in singapore dubai putin has an arrest warrant from ic ,,Twitter for Android,False,1,2023-03-28,Negative
Crypto,1.64076e+18,,"$DUSK #DUSK #DUSKETEER ☽
$ANKR #ANKR",2018-12-24 14:04:39+00:00,277,87,60057,False,2023-03-28 17:05:34+00:00, check out our new video on youtube video from eth dubai panel where we discuss how to enhance the capital efficiency ,,Twitter for Android,False,1,2023-03-28,Positive
rajneesh kumar,1.64076e+18,,,2014-07-12 08:29:27+00:00,88,252,22989,False,2023-03-28 17:05:29+00:00, you deserve a let s book a flight and go kind of person in your life dubai dubaishoot dubaidiaries thepoin ,"['dubai', 'dubaishoot', 'dubaidiaries']",Twitter for Android,False,1,2023-03-28,Positive
Shivshakti,1.64076e+18,,"01,07,1955",2016-11-22 12:46:11+00:00,208,556,22723,False,2023-03-28 17:05:22+00:00, arora their visas will have dubai stamped liberally ,,Twitter for iPad,False,1,2023-03-28,Neutral
Shuja Ahmed Ch.,1.64076e+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,False,2023-03-28 17:05:22+00:00,uae always feels home pakistani cricketer shadab khan gets goldenvisa shadabkhan uae dubai dxb,"['UAE', 'Pakistani', 'GoldenVisa', 'UAE', 'Dubai', 'DXB']",Microsoft Power Platform,False,1,2023-03-28,Neutral
Shuja Ahmed Ch.,1.64076e+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,False,2023-03-28 17:05:22+00:00,entry is free and part of the proceeds from every purchase at the event will be donated to a charitable initiative ,,Microsoft Power Platform,False,1,2023-03-28,Positive
Shuja Ahmed Ch.,1.64076e+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,False,2023-03-28 17:05:22+00:00,olympic chiefs recommend return to competition of russian athletes as individuals uae dubai dxb,"['Olympic', 'Russian', 'UAE', 'Dubai', 'DXB']",Microsoft Power Platform,False,1,2023-03-28,Neutral
Leo Alethia,1.64076e+18,,,2023-02-25 21:56:56+00:00,13,22,0,False,2023-03-28 17:05:10+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
𝐏𝐋𝐀𝐂𝐄𝐒 𝐓𝐎 𝐃𝐈𝐄 𝐅𝐎𝐑!!✈️🏖️🏕️🌄,1.64076e+18,world-wide,"𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐢𝐧𝐠 𝐲𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐃𝐞𝐬𝐭𝐢𝐧𝐚𝐭𝐢𝐨𝐧𝐬.



(FOLLOW ,RT AND LIKE)
Content not owned.

#travel #hotel #tourism #europe #holiday #USA",2020-10-16 13:59:34+00:00,18830,8723,4793,False,2023-03-28 17:05:01+00:00, pure morning views in dubai ,,Twitter for Android,False,1,2023-03-28,Positive
Raguel Tania,1.64076e+18,,,2023-02-25 21:58:29+00:00,13,23,0,False,2023-03-28 17:05:01+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
Simple man♣️,1.64076e+18,"Abuja, Nigeria","Your struggle don't determine your success, all what you need is grace",2013-07-02 13:21:20+00:00,488,1661,9838,False,2023-03-28 17:04:51+00:00, dinomelaye may god almighty safe kogi from tout your principal is on his way to dubai for retirement,,Twitter for iPhone,False,1,2023-03-28,Positive
Muhseen,1.64076e+18,Lagos,"Just being myself#God Over Everything...Sufism..Astagfirullah...... Arsenal FC
                   Political Scientist
                Henna Lover♥️♥️♥️",2012-12-30 20:16:34+00:00,993,4937,99417,False,2023-03-28 17:04:50+00:00, gold your one stop shop for all type of gold jewelries like dubai gold english gold and bahrain gold reach us at block a s ,,Twitter for Android,False,1,2023-03-28,Neutral
Francis Chidi,1.64076e+18,Near You. ,"A Man with Conscience&Charisma.

Politics is Life, do not deceive Your People.
Trust me, I hunt DECEITFUL POLITICS with PASSION!

Step Aside, if can't Deliver!",2012-10-19 17:57:03+00:00,103,658,6972,False,2023-03-28 17:04:45+00:00, now una don dey get sense but it s still the northern party the many years of eastern alliance is ,,Twitter for Android,False,1,2023-03-28,Positive
zaviyar,1.64076e+18,,"ALLAH U AKBAR ✨
#Cryptoworld #Binance #crypto",2023-02-09 10:19:08+00:00,17,757,612,False,2023-03-28 17:04:40+00:00, icymi check out our recap videos from singapore and dubai to relive the energy it s a must watch for anyone who ,"['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,False,1,2023-03-28,Neutral
Ikenna David Anselm,1.64076e+18,"Abuja, Nigeria",Life is the best teacher,2022-05-07 14:05:08+00:00,57,379,313,False,2023-03-28 17:04:27+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for Android,False,1,2023-03-28,Neutral
nás,1.64076e+18,,fan account,2022-04-21 00:13:18+00:00,837,428,6857,False,2023-03-28 17:04:18+00:00,she shitted so bad dubai couldn t even take her ,,Twitter for iPhone,False,1,2023-03-28,Negative
dragonbhu30,1.64076e+18,,"Profession- civil engineer
Passion- crypto trading.
Crypto-lover
@dragonbhu30",2014-06-29 04:05:53+00:00,49,129,10,False,2023-03-28 17:04:15+00:00,my inspiration and i started trading and i am on process today thanks to this guys ,,Twitter for Android,False,1,2023-03-28,Positive
𝐏𝐋𝐀𝐂𝐄𝐒 𝐓𝐎 𝐃𝐈𝐄 𝐅𝐎𝐑!!✈️🏖️🏕️🌄,1.64076e+18,world-wide,"𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐢𝐧𝐠 𝐲𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐃𝐞𝐬𝐭𝐢𝐧𝐚𝐭𝐢𝐨𝐧𝐬.



(FOLLOW ,RT AND LIKE)
Content not owned.

#travel #hotel #tourism #europe #holiday #USA",2020-10-16 13:59:34+00:00,18830,8723,4793,False,2023-03-28 17:04:14+00:00, pure beautiful fountains show next to dubai burj khalifa dubai uae ufcsanantonio mannkibaat amici chitovera b ,"['Dubai', 'UAE', 'UFCSanAntonio', 'MannKiBaat', 'amici22', 'ChitoVera']",Twitter for Android,False,1,2023-03-28,Positive
Ac Collins,1.64076e+18,earth 🌎 ,,2021-03-24 12:47:59+00:00,6006,2003,157450,False,2023-03-28 17:04:09+00:00, source at always on the plane wasn t he going to breastfeed the snake in dubai ,,Twitter for Android,False,1,2023-03-28,Neutral
Kumbhkaran se aage CBI,1.64076e+18,India,Back up account for @KSnehal810 dedicated to @itsSSR,2020-09-01 16:36:08+00:00,1818,132,182483,False,2023-03-28 17:04:06+00:00, gotten suspects mahesh bhatt imtiaz khatri sooraj pacholi dipesh pathani rhea d prson in dubai who ws calld frm d mo ,,Twitter Web App,False,1,2023-03-28,Neutral
Kazim M Suleman,1.64076e+18,"Dubai, UAE ",Crypto Enthusiast especially #GroveCoin and #Shibainu,2021-11-25 14:09:58+00:00,141,259,9598,False,2023-03-28 17:04:04+00:00, latest news blockchain groveblockchain launch date th of april blockchain avalanche polygon solana sh ,"['GroveBlockchain', 'Blockchain', 'Avalanche', 'Polygon', 'Solana']",Twitter for iPhone,False,1,2023-03-28,Positive
Tarra Margart,1.64076e+18,,,2023-02-25 21:52:13+00:00,13,20,0,False,2023-03-28 17:04:01+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
a-muse,1.64076e+18,Botswana,Vocalist. Nerd. Catlady.,2011-03-27 10:33:33+00:00,1299,781,9431,False,2023-03-28 17:04:01+00:00,finished with the cape town housewives now i m starting dubai cant wait to get over this phase ,,Twitter for Android,False,1,2023-03-28,Neutral
Monique Masako,1.64076e+18,,,2023-02-25 21:54:06+00:00,13,21,0,False,2023-03-28 17:03:54+00:00, let there be light another day another university canadian university dubai aubh instead ,,Twitter Web App,False,1,2023-03-28,Positive
Frank Ebube🇳🇬,1.64076e+18,"Victoria island,lagos","community organizer, pacifier and lover of humanity.
#endsars#TakeBackNaija #2023election#nigeriathatworks.
frank2bluexm@gmail.com",2016-01-06 09:37:37+00:00,154,1085,732,False,2023-03-28 17:03:47+00:00, na lie you re in mega city dubai ,,Twitter for Android,False,1,2023-03-28,Neutral
Heverton Anunciação,1.64076e+18,São Paulo,"Consultor, Escritor, Empresário, Palestrante e Pesquisador",2010-06-12 17:00:53+00:00,213,74,19,False,2023-03-28 17:03:45+00:00,me in dubai receiving the global gurus the top c ,,LinkedIn,False,1,2023-03-28,Positive
Jintu kalita,1.64076e+18,,,2021-10-04 10:04:18+00:00,116,408,4776,False,2023-03-28 17:03:44+00:00, cleaning up the beaches one bag at a time we re proud to kickstart ramadan with beach clean ups in bahrain and dubai alongs ,,Twitter for Android,False,1,2023-03-28,Positive
Don't know,1.64076e+18,,,2023-03-02 15:10:15+00:00,104,87,232,False,2023-03-28 17:03:40+00:00, dubai is asthetically beautiful ,,Twitter for Android,False,1,2023-03-28,Positive
sohaib mekky,1.64076e+18,,Sohaib,2021-12-10 19:50:49+00:00,36,33,164,False,2023-03-28 17:03:37+00:00, dubai participants in the th dubai international project management forum dipmf organised by rta and co hosted by the project ,['RTA'],Twitter Web App,False,1,2023-03-28,Neutral
WATTS4K,1.64076e+18,,,2019-12-19 15:02:15+00:00,741,587,27571,False,2023-03-28 17:03:35+00:00, won t be sleeping hours in dubai mate hour kips,,Twitter for iPhone,False,1,2023-03-28,Neutral
Erica,1.64076e+18,,,2021-08-23 12:12:49+00:00,76,1572,2226,False,2023-03-28 17:03:34+00:00, hi see you guys in dubai,,Twitter for Android,False,1,2023-03-28,Neutral
AK Hycent,1.64076e+18,"Federal Capital Territory, Nig",Loving,2017-10-05 22:18:49+00:00,80,1293,607,False,2023-03-28 17:03:34+00:00, dubai wasn t built by money but by people who had vision visionary leaders produce wealth for their country a muslim n ,,Twitter for iPhone,False,1,2023-03-28,Neutral
dailyinsights.news,1.64076e+18,,"Daily Insights Middle East is an independent news agency, bringing you business news from the region.",2021-05-11 11:27:59+00:00,5,64,0,False,2023-03-28 17:03:31+00:00,global hospitality providers head to dubai as regional industry plans multi billion investments ,,SMAP Lite,False,1,2023-03-28,Neutral
Maikel Benson,1.64076e+18,,,2023-01-23 05:05:57+00:00,1,58,69,False,2023-03-28 17:03:30+00:00, icymi check out our recap videos from singapore and dubai to relive the energy it s a must watch for anyone who ,"['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,False,1,2023-03-28,Neutral
Claire 🍀,1.64076e+18,,Park Sunghoon of Enhypen Cutie🥺🫶🏻,2022-08-05 14:30:31+00:00,50,1452,9337,False,2023-03-28 17:03:25+00:00, icymi check out our recap videos from singapore and dubai to relive the energy it s a must watch for anyone who ,"['ICYMI', 'Singapore', 'Dubai']",Twitter for iPad,False,1,2023-03-28,Neutral
ANONYMOUS,1.64076e+18,"Nairobi, Kenya",focus is the key,2014-11-09 18:38:20+00:00,176,430,5326,False,2023-03-28 17:03:21+00:00, disgust nft mate give it a fu ing rest one guy casually sipping a coffee while watching ,,Twitter Web App,False,1,2023-03-28,Negative
Harbir_Singh95,1.64076e+18,"Phagwara, India","I know that I don't know everything. 🙏
Anti-Commi 🤞🏻
🏡 🌾🌻🪯🌾",2021-02-03 03:49:23+00:00,28,513,1170,False,2023-03-28 17:03:15+00:00, sahani if amritpal singh a cabbie amp womanizer frm dubai can become a sikh saint in mo ,,Twitter for Android,False,1,2023-03-28,Neutral
Lelly Flawless,1.64076e+18,ASIA,"3rd backup account in case ""Hexicans"" goes on to defend the petto Cult out of Sweden, Yes Eric Wall is protecting ""their"" capital and protecting him is suicide.",2022-01-04 13:54:37+00:00,258,674,6006,False,2023-03-28 17:03:12+00:00, why would a sellout from dubai have an opinion on whitepeoples business in europe for ,,Twitter Web App,False,1,2023-03-28,Neutral
