user_name,tweet_id,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,word
John,1.64076E+18,,realitas,2021-06-14 14:11:58+00:00,160,322,12461,FALSE,2023-03-28 17:08:56+00:00,RT @bitgertbrise: ⚡️ We're at the final stage of our EV company incorporation in France and we will host a car launch event in Dubai very s…,,Twitter for Android,FALSE,dubai
Gaston Alfred Dias,1.64076E+18,"Maharashtra, India","Sr.Manager at Ministry of Defence, Oman (1984-93) Asst Director at Jumeirah International (1999-2009), Redt Director at New York University, Abu Dhabi (2010-18)",2019-10-09 06:06:54+00:00,3,1,4,FALSE,2023-03-28 17:08:42+00:00,"@GovernorPerry 
Dear Governor Rick Perry Sir, It gave me great pleasure revisiting this pic  from 2007, when Sir vi… https://t.co/L8N2R9qSj1",,Twitter for Android,FALSE,dubai
therealBax™️,1.64076E+18,"London, England",Find me a bag and i’ll hodl it 🙌🏻💎 $MULN #MULN_ARMY_MEMBER,2018-01-20 22:24:07+00:00,69,103,3640,FALSE,2023-03-28 17:08:40+00:00,@NaguibSawiris I know right ? Such a waste of wealth … but again not only in Egypt. In Dubai they go for way more lol,,Twitter for iPhone,FALSE,dubai
LostLinkz,1.64076E+18,,,2021-09-12 14:51:09+00:00,30,60,3931,FALSE,2023-03-28 17:08:35+00:00,"RT @cryptopunk9363: @nayibbukele Dubai less than 20 years ago.

Change happens quickly in countries that do things right. The future looks…",,Twitter for Android,FALSE,dubai
MYR999,1.64076E+18,somewhereonearth🌎,"I'm manifesting my reality.

Follow me on social media, and I'll bring you along with me!

@cobratate 👈 HE'S THE MAN ❤️

IG - manifestyourreality999",2022-08-07 22:07:43+00:00,78,42,177,FALSE,2023-03-28 17:08:34+00:00,"RT @MrOverpaid: Start making $7-10k a month and move to Dubai.

u will love life bro",,Twitter for Android,FALSE,dubai
Richard Oliver (Pure/Blood),1.64076E+18,Communist CanaDUHHHH,NEVER VAXXED - Crusader against FAKENEWS - Heretic - The VAXX Bio Weapons are poison - Dad of 5 - Lover of dogs and horses - Fighter of EVIL,2022-02-15 21:49:19+00:00,81,99,3888,FALSE,2023-03-28 17:08:32+00:00,@dubai_nft @ElijahSchaffer From India,,Twitter for iPhone,FALSE,dubai
Allsopp & Allsopp,1.64076E+18,"Dubai, United Arab Emirates",Dubai’s leading real estate agency.,2010-01-13 11:59:29+00:00,1321,65,636,FALSE,2023-03-28 17:08:29+00:00,"Exclusive: In demand 6-BR + maids with landscaped garden and private pool in #JumeirahGolfEstates!

Luxury living a… https://t.co/hJdUBvmDvP",['JumeirahGolfEstates'],Twitter for iPhone,FALSE,dubai
kyuuuwins_cutie 🍀,1.64076E+18,,BIG WIN ASAP 🍀,2022-09-26 11:21:01+00:00,41,3760,7413,FALSE,2023-03-28 17:08:09+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
TEMPLE 01 🇳🇬,1.64076E+18,"Lagos, Nigeria",Olowo Ori Bisko BLZS Founder/GCE @thetempleco @theogidistudios Ambassador of @flowfabrics Executive Producer of @itkmovie & #MVPMovie Project Lead @unilagnuga,2011-03-08 20:38:41+00:00,6172,379,57019,FALSE,2023-03-28 17:08:09+00:00,RT @Omojuwa: I am excited to join this constellation of change makers and icons at the 2023 edition of The International Women Leadership C…,,Twitter for iPhone,FALSE,dubai
JoJo,1.64076E+18,.......,...,2020-02-04 05:09:51+00:00,164,2132,30338,FALSE,2023-03-28 17:08:08+00:00,RT @minifizzz: Dubai is Asthetically Beautiful 🥺♥️ https://t.co/O0EXB7e2Gq,,Twitter for Android,FALSE,dubai
फर्जी,1.64076E+18,I N D O R E  🇮🇳,"desi weirdo with extraordinary IQ

https://t.co/DNaK2ti00r",2022-01-08 07:51:18+00:00,1683,796,90160,FALSE,2023-03-28 17:08:04+00:00,RT @minifizzz: Dubai is Asthetically Beautiful 🥺♥️ https://t.co/O0EXB7e2Gq,,Twitter for Android,FALSE,dubai
Rokibul Hasan Rakib,1.64076E+18,,Job holder,2023-02-10 14:42:52+00:00,65,208,34,FALSE,2023-03-28 17:07:57+00:00,"RT @artyfact_game: ⚡️Another event in Dubai was wonderful! ⚡️

Thanks to everyone who came! ❤️ Next event will be in the end of February.…",,Twitter for Android,FALSE,dubai
The wooden brew Coffee stop,1.64076E+18,,,2023-03-28 10:00:17+00:00,16,182,501,FALSE,2023-03-28 17:07:53+00:00,RT @Moneybaglives: Dubai road trip essentials 💪🏻💰 https://t.co/Hi8cRNP8is,,Twitter for Android,FALSE,dubai
lahir Pickaw🥳🎉,1.64076E+18,"Klaten, Jawa Tengah","Bismillah #REDUX - $REDUX
Bullish on $DOKE 🔥",2022-08-10 17:09:02+00:00,142,3997,33444,FALSE,2023-03-28 17:07:51+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
instagram,1.64076E+18,,,2022-07-07 13:36:41+00:00,25,331,3,FALSE,2023-03-28 17:07:49+00:00,"RT @Nehhaamalik: You deserve a “let’s book a flight ✈️ and go” kind of person in your life ❤️❤️
:
#dubai #dubaishoot #dubaidiaries #thepoin…","['dubai', 'dubaishoot', 'dubaidiaries']",Twitter for Android,FALSE,dubai
NALAM CHY,1.64076E+18,,,2023-02-05 10:55:35+00:00,0,34,0,FALSE,2023-03-28 17:07:48+00:00,Dubai Global Village tour nice place ever I saw. #shorts #short #shortvi... https://t.co/q36J2DZ64y via @YouTube,"['shorts', 'short', 'shortvi']",Twitter for iPhone,FALSE,dubai
EFFYGREEN,1.64076E+18,"Federal Capital Territory, Nig","I believe in my self, I focus on what I do",2022-01-13 09:09:45+00:00,2399,5002,27490,FALSE,2023-03-28 17:07:37+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Juddycee🗯,1.64076E+18,juddycee2020@gmail.com,"PUNTER🌚
Chelsea fan / DOS / i tweet about everything and anything don't take me serious",2017-11-16 09:02:28+00:00,997,3964,115728,FALSE,2023-03-28 17:07:19+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Shalo🐻,1.64076E+18,,"Future  forensic toxicologist |ambivert 🌚|UZ student | a daughter|it's only crazy until it happens, Crazy FAITH ♥️🙏",2019-03-17 11:09:39+00:00,1938,2345,19358,FALSE,2023-03-28 17:07:09+00:00,"RT @ProfJNMoyo: ZED KOUDONARIS smelts gold stock in Zim, sells it to Pastor Paul [Kamlesh Pattni in the Al Jazeera exposé]; Pattni pays Zed…",,Twitter for Android,FALSE,dubai
carmen💜,1.64076E+18,Singapore,29 - She/Her,2009-11-09 19:08:20+00:00,228,1284,477400,FALSE,2023-03-28 17:07:08+00:00,"RT @daywithshua: 230328 Yizhiyu Fansign 

💎 How was the program, the one that you filmed in Dubai?
🦌 It was so much fun

He can't give any…",,Twitter for Android,FALSE,dubai
Andrzej Zygmuntowicz(antea),1.64076E+18,Łowicz,"Interesuje mnie natura,egzotyczne kraje,dalekie lądy.",2019-02-18 20:19:25+00:00,137,477,14064,FALSE,2023-03-28 17:07:01+00:00,"RT @R_naturebeauty: Beautiful moon sited in Dubai 🌜✨⭐🌟💫🌛
#newmoon
#moonvibes https://t.co/imc11XsbgP","['newmoon', 'moonvibes']",Twitter Web App,FALSE,dubai
Mad Orkestra,1.64076E+18,Berlin,"I am here now, too. I build web things. Open for no-nonsense business.

$ADA $COTI $OCEAN $CKB $MATIC $ALGO",2021-10-08 02:04:14+00:00,928,1059,13614,FALSE,2023-03-28 17:06:58+00:00,"Sooo, see you all in Dubai, I GUESS. #CardanoSummit2023",['CardanoSummit2023'],Twitter Web App,FALSE,dubai
Lorna OH,1.64076E+18,"South East, England",Mum to 2 pretty amazing young men. On dementia journey with my beloved Mum 💜 Scared shitless about the future. #GTTO,2019-01-01 00:47:38+00:00,404,979,11389,FALSE,2023-03-28 17:06:53+00:00,"RT @RenZelen: @danwootton GB News is owned by All Perspectives Ltd, which is controlled by 3 significant shareholders, all work for Christo…",,Twitter for iPhone,FALSE,dubai
NIQUE B. 💕,1.64076E+18,"Baltimore, MD",Sagiterriost♐️,2009-07-05 18:31:39+00:00,867,731,15559,FALSE,2023-03-28 17:06:47+00:00,"RT @2_Waynes: Sometime I hate ppl that be like if we ain’t getting a section I ain’t going look man I came from an era of putty hill, the 5…",,Twitter for iPhone,FALSE,dubai
𝙰𝚋 𝚂𝚝𝚎𝚕𝚕𝚊𝚛 🦅,1.64076E+18,Abuja,"𝒜𝓂 ℴ𝓃 𝒢ℴ𝒹𝓈 ℛ𝒶𝒹𝒶𝓇  📡 Danfodite | Biologist 🌱🌱 | Music | Man United 🔴 🦅💜🖤💡
 Creative/art director @OnGodsRadar1",2018-03-13 19:02:36+00:00,1048,1953,68324,FALSE,2023-03-28 17:06:44+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Tim,1.64076E+18,Harare,Cowboys don't have much things to say,2012-12-30 00:18:09+00:00,236,436,691,FALSE,2023-03-28 17:06:43+00:00,"RT @Abrahammak667: @daddyhope @matinyarare @daddyhope for me once again @matinyarare the numbers do not make business sense too, mashurigwi…",,Twitter Web App,FALSE,dubai
DubaiVacancy.ae,1.64076E+18,United Arab Emirates,Get Daily Jobs Alert. Also Like Us on Facebook: https://t.co/0U2KZHuA1h,2013-03-18 07:16:32+00:00,6769,0,8,FALSE,2023-03-28 17:06:35+00:00,"PepsiCo Worldwide (42+ Job Openings)
Read More 👉 https://t.co/95TvH8vgt4 https://t.co/5TDU57ELXG",,Twitter Web App,FALSE,dubai
#PO23,1.64076E+18,,Run with me or run from me. Pussies don’t get pussy 🫥,2023-02-25 13:13:21+00:00,32,234,109,FALSE,2023-03-28 17:06:32+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for iPhone,FALSE,dubai
Zol Zorender,1.64076E+18,,,2022-01-22 06:32:30+00:00,25,48,469,FALSE,2023-03-28 17:06:31+00:00,"RT @ProfJNMoyo: ZED KOUDONARIS smelts gold stock in Zim, sells it to Pastor Paul [Kamlesh Pattni in the Al Jazeera exposé]; Pattni pays Zed…",,Twitter for Android,FALSE,dubai
Oracle tech travels,1.64076E+18,Dehradun,Oracle Cloud helps travel and transportation companies deliver exceptional service and enhance resilience.,2022-07-04 07:23:04+00:00,7,64,138,FALSE,2023-03-28 17:06:29+00:00,"Explore Dubai
Couple or family special tour package
Call Us: +91 1353599235, 9837192136
Add: NSB Square Tower, 3rd… https://t.co/zUdXWl33K4",,Twitter Web App,FALSE,dubai
Maha,1.64076E+18,"London, England",ASSALAM ALAIKUM W.S   Don't Hurt anyone ALLAH PAK ke Rasty pay Chalo Apna Dill Safe Rakho Who He Subka Malik Hay 🙏 ♥️🤲,2022-12-14 18:28:39+00:00,64,119,6399,FALSE,2023-03-28 17:06:27+00:00,@HRHMBNSALMAAN MASHA'ALLAH it's very nice tohear about Chinese President Xi Jinping i wishing Xi Jinping &amp;You MBS S… https://t.co/zq1yECKYsA,,Twitter for Android,FALSE,dubai
MORENIKEJIMI🦋😸(legal hoodlum🥵😌),1.64076E+18,in your heart 🥺❤️,Follow my new page @faree_of_dubai1 |NOT AN INFLUENCER! | Mother of 10| Youngest C.E.O| Law student 👩‍🎓| Busy making my dreams come true ❤️💃|iyawo alhaji 🤑,2019-05-01 19:55:01+00:00,40535,4283,55596,FALSE,2023-03-28 17:06:22+00:00,"RT @Letter_to_Jack: Saraki = Used and Dumped by APC. 

He wasn't just dumped, he was victimized and later, got retired politically by Buhar…",,Twitter for iPhone,FALSE,dubai
Bright Gabriel,1.64076E+18,"Lagos, Nigeria","Am cool guy and nice to everyone I came across with,but dnot take my kindness to be fool.",2022-03-29 21:43:41+00:00,1354,4999,23463,FALSE,2023-03-28 17:06:12+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Erinn Martin,1.64076E+18,,,2023-02-25 21:59:02+00:00,13,22,0,FALSE,2023-03-28 17:06:03+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Mani🦋,1.64076E+18,,,2022-08-09 15:53:25+00:00,44,151,1103,FALSE,2023-03-28 17:05:57+00:00,RT @therealmadiib: I really want a baecation to dubai ! 😍,,Twitter for iPhone,FALSE,dubai
LLC INTELLICOMMODITY,1.64076E+18,"Novorossiysk, Russia","Grains, Edible oils, Feed
Info@intellicommodity.com",2021-09-03 12:47:56+00:00,7,61,11,FALSE,2023-03-28 17:05:53+00:00,"“If you cannot feed a hundred people, then feed just one.”
— Mother Teresa

Info@Intellicommodity.com

#barley… https://t.co/KCGYs9jXXT",['barley'],Twitter Web App,FALSE,dubai
Nola Latanya,1.64076E+18,,,2023-02-25 21:58:20+00:00,13,23,0,FALSE,2023-03-28 17:05:52+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
ashok4148,1.64076E+18,,,2021-05-14 01:58:24+00:00,21,247,9521,FALSE,2023-03-28 17:05:50+00:00,"RT @Sydusm: Bolsonaro is hiding in US after fleeing from Brazil. 
Rajapaksha hid in Singapore / Dubai. 
Putin has an arrest warrant from IC…",,Twitter for Android,FALSE,dubai
Crypto,1.64076E+18,,"$DUSK #DUSK #DUSKETEER ☽
$ANKR #ANKR",2018-12-24 14:04:39+00:00,277,87,60057,FALSE,2023-03-28 17:05:34+00:00,"RT @ankrstaking: 📣 Check out our new video on YouTube!

🎥 Video from ETH Dubai panel where we discuss how to enhance the capital efficiency…",,Twitter for Android,FALSE,dubai
rajneesh kumar,1.64076E+18,,,2014-07-12 08:29:27+00:00,88,252,22989,FALSE,2023-03-28 17:05:29+00:00,"RT @Nehhaamalik: You deserve a “let’s book a flight ✈️ and go” kind of person in your life ❤️❤️
:
#dubai #dubaishoot #dubaidiaries #thepoin…","['dubai', 'dubaishoot', 'dubaidiaries']",Twitter for Android,FALSE,dubai
Shivshakti,1.64076E+18,,"01,07,1955",2016-11-22 12:46:11+00:00,208,556,22723,FALSE,2023-03-28 17:05:22+00:00,RT @nina11_arora: @ashoswai @Inquisitivefor Their visas will have Dubai stamped liberally!!,,Twitter for iPad,FALSE,dubai
Shuja Ahmed Ch.,1.64076E+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,FALSE,2023-03-28 17:05:22+00:00,"#UAE always feels home: #Pakistani cricketer Shadab Khan gets #GoldenVisa https://t.co/JG4ItH8N7C 
76Shadabkhan #UAE #Dubai #DXB","['UAE', 'Pakistani', 'GoldenVisa', 'UAE', 'Dubai', 'DXB']",Microsoft Power Platform,FALSE,dubai
Shuja Ahmed Ch.,1.64076E+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,FALSE,2023-03-28 17:05:22+00:00,Entry is free and part of the proceeds from every purchase at the event will be donated to a charitable initiative… https://t.co/HjcVgtR8RY,,Microsoft Power Platform,FALSE,dubai
Shuja Ahmed Ch.,1.64076E+18,,"I’m here to avoid my friends on Facebook.
Writes @ https://t.co/cAtYQkpqnl",2009-08-02 20:52:11+00:00,849,723,429,FALSE,2023-03-28 17:05:22+00:00,#Olympic chiefs recommend return to competition of #Russian athletes as individuals https://t.co/oVKXVriduJ #UAE #Dubai #DXB,"['Olympic', 'Russian', 'UAE', 'Dubai', 'DXB']",Microsoft Power Platform,FALSE,dubai
Leo Alethia,1.64076E+18,,,2023-02-25 21:56:56+00:00,13,22,0,FALSE,2023-03-28 17:05:10+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
𝐏𝐋𝐀𝐂𝐄𝐒 𝐓𝐎 𝐃𝐈𝐄 𝐅𝐎𝐑!!✈️🏖️🏕️🌄,1.64076E+18,world-wide,"𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐢𝐧𝐠 𝐲𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐃𝐞𝐬𝐭𝐢𝐧𝐚𝐭𝐢𝐨𝐧𝐬.



(FOLLOW ,RT AND LIKE)
Content not owned.

#travel #hotel #tourism #europe #holiday #USA",2020-10-16 13:59:34+00:00,18830,8723,4793,FALSE,2023-03-28 17:05:01+00:00,"RT @wanderlust_pure: Morning views in Dubai 🇦🇪 ⛅️
@MissAngryFlower https://t.co/ydYjjlJEab",,Twitter for Android,FALSE,dubai
Raguel Tania,1.64076E+18,,,2023-02-25 21:58:29+00:00,13,23,0,FALSE,2023-03-28 17:05:01+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Simple man♣️,1.64076E+18,"Abuja, Nigeria","Your struggle don't determine your success, all what you need is grace",2013-07-02 13:21:20+00:00,488,1661,9838,FALSE,2023-03-28 17:04:51+00:00,@_dinomelaye May God Almighty safe Kogi from Tout. Your principal is on his way to Dubai for retirement,,Twitter for iPhone,FALSE,dubai
Muhseen,1.64076E+18,Lagos,"Just being myself#God Over Everything...Sufism..Astagfirullah...... Arsenal FC
                   Political Scientist
                Henna Lover♥️♥️♥️",2012-12-30 20:16:34+00:00,993,4937,99417,FALSE,2023-03-28 17:04:50+00:00,"RT @alkasim_gold: Your one-stop shop for all type of gold jewelries like Dubai gold, English gold and Bahrain gold.
Reach us at Block A1, S…",,Twitter for Android,FALSE,dubai
Francis Chidi,1.64076E+18,Near You. ,"A Man with Conscience&Charisma.

Politics is Life, do not deceive Your People.
Trust me, I hunt DECEITFUL POLITICS with PASSION!

Step Aside, if can't Deliver!",2012-10-19 17:57:03+00:00,103,658,6972,FALSE,2023-03-28 17:04:45+00:00,"@emmaikumeh Now, una Don dey get sense... But it's still the Northern party.

The many years of Eastern alliance is… https://t.co/ManenVXJNP",,Twitter for Android,FALSE,dubai
zaviyar,1.64076E+18,,"ALLAH U AKBAR ✨
#Cryptoworld #Binance #crypto",2023-02-09 10:19:08+00:00,17,757,612,FALSE,2023-03-28 17:04:40+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
Ikenna David Anselm,1.64076E+18,"Abuja, Nigeria",Life is the best teacher,2022-05-07 14:05:08+00:00,57,379,313,FALSE,2023-03-28 17:04:27+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
nás,1.64076E+18,,fan account,2022-04-21 00:13:18+00:00,837,428,6857,FALSE,2023-03-28 17:04:18+00:00,"she shitted so bad. dubai couldn’t even take her.

 https://t.co/mRCKoOmD2C",,Twitter for iPhone,FALSE,dubai
dragonbhu30,1.64076E+18,,"Profession- civil engineer
Passion- crypto trading.
Crypto-lover
@dragonbhu30",2014-06-29 04:05:53+00:00,49,129,10,FALSE,2023-03-28 17:04:15+00:00,"My inspiration @TheMoonCarl  @CryptoKidcom 
And I started trading, and I am on process today.
Thanks to this guys☝️… https://t.co/g5A4xfds5h",,Twitter for Android,FALSE,dubai
𝐏𝐋𝐀𝐂𝐄𝐒 𝐓𝐎 𝐃𝐈𝐄 𝐅𝐎𝐑!!✈️🏖️🏕️🌄,1.64076E+18,world-wide,"𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐢𝐧𝐠 𝐲𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐃𝐞𝐬𝐭𝐢𝐧𝐚𝐭𝐢𝐨𝐧𝐬.



(FOLLOW ,RT AND LIKE)
Content not owned.

#travel #hotel #tourism #europe #holiday #USA",2020-10-16 13:59:34+00:00,18830,8723,4793,FALSE,2023-03-28 17:04:14+00:00,"RT @wanderlust_pure: Beautiful Fountains Show next to Dubai Burj Khalifa 🇦🇪 💦
#Dubai #UAE #UFCSanAntonio #MannKiBaat #amici22 #ChitoVera #B…","['Dubai', 'UAE', 'UFCSanAntonio', 'MannKiBaat', 'amici22', 'ChitoVera']",Twitter for Android,FALSE,dubai
Ac Collins,1.64076E+18,earth 🌎 ,,2021-03-24 12:47:59+00:00,6006,2003,157450,FALSE,2023-03-28 17:04:09+00:00,RT @KLaCitizen: Source at 27 always on the plane! Wasn’t he going to breastfeed the snake in dubai? https://t.co/iNVfVOPuyq,,Twitter for Android,FALSE,dubai
Kumbhkaran se aage CBI,1.64076E+18,India,Back up account for @KSnehal810 dedicated to @itsSSR,2020-09-01 16:36:08+00:00,1818,132,182483,FALSE,2023-03-28 17:04:06+00:00,"RT @MadhumitaroyC: 1.4gotten suspects-Mahesh Bhatt
Imtiaz Khatri,Sooraj Pacholi,Dipesh Pathani,Rhea d prson in  Dubai who ws calld frm d mo…",,Twitter Web App,FALSE,dubai
Kazim M Suleman,1.64076E+18,"Dubai, UAE ",Crypto Enthusiast especially #GroveCoin and #Shibainu,2021-11-25 14:09:58+00:00,141,259,9598,FALSE,2023-03-28 17:04:04+00:00,"RT @SAFEMOO52547340: 🚨LATEST NEWS 🚨
Blockchain! #GroveBlockchain launch date 10th of April!!!!

#Blockchain #Avalanche #Polygon #Solana #Sh…","['GroveBlockchain', 'Blockchain', 'Avalanche', 'Polygon', 'Solana']",Twitter for iPhone,FALSE,dubai
Tarra Margart,1.64076E+18,,,2023-02-25 21:52:13+00:00,13,20,0,FALSE,2023-03-28 17:04:01+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
a-muse,1.64076E+18,Botswana,Vocalist. Nerd. Catlady.,2011-03-27 10:33:33+00:00,1299,781,9431,FALSE,2023-03-28 17:04:01+00:00,Finished with the Cape Town housewives now I'm starting Dubai. Cant wait to get over this phase 😭,,Twitter for Android,FALSE,dubai
Monique Masako,1.64076E+18,,,2023-02-25 21:54:06+00:00,13,21,0,FALSE,2023-03-28 17:03:54+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
